Model Prediction	Tags	Tokens
O	O	of
B	B	ovarian
I	I	cancer
O	O	.
O	O	Oral
O	O	contraceptives
O	O	protect
O	O	against
B	B	ovarian
I	I	cancer
O	O	in
O	O	general
O	O	,
O	O	but
O	O	it
O	O	is
O	O	not
O	O	known
O	O	whether
O	O	they
O	O	also
O	O	protect
O	O	against
B	B	hereditary
O	I	forms
O	I	of
B	I	ovarian
I	I	cancer
O	O	.
O	O	METHODS
O	O	We
O	O	enrolled
O	O	207
O	O	women
O	O	with
B	B	hereditary
I	I	ovarian
I	I	cancer
O	O	and
O	O	161
O	O	of
O	O	their
O	O	sisters
O	O	as
O	O	controls
O	O	in
O	O	a
O	O	case
O	O	-
O	O	control
O	O	study
O	O	.
O	O	All
O	O	the
O	O	patients
O	O	carried
O	O	a
O	O	pathogenic
O	O	mutation
O	O	in
O	O	either
O	O	BRCA1
O	O	(
O	O	179
O	O	women
O	O	)
O	O	or
O	O	BRCA2
O	O	(
O	O	28
O	O	women
O	O	)
O	O	.
O	O	The
O	O	control
O	O	women
O	O	were
O	O	enrolled
O	O	regardless
O	O	of
O	O	whether
O	O	or
O	O	not
O	O	they
O	O	had
O	O	either
O	O	mutation
O	O	.
O	O	Lifetime
O	O	histories
O	O	of
O	O	oral
O	O	-
O	O	contraceptive
O	O	use
O	O	were
O	O	obtained
O	O	by
O	O	interview
O	O	or
O	O	by
O	O	written
O	O	questionnaire
O	O	and
O	O	were
O	O	compared
O	O	between
O	O	patients
O	O	and
O	O	control
O	O	women
O	O	,
O	O	after
O	O	adjustment
O	O	for
O	O	year
O	O	of
O	O	birth
O	O	and
O	O	parity
O	O	.
O	O	RESULTS
O	O	The
O	O	adjusted
O	O	odds
O	O	ratio
O	O	for
B	B	ovarian
I	I	cancer
O	O	associated
O	O	with
O	O	any
O	O	past
O	O	use
O	O	of
O	O	oral
O	O	contraceptives
O	O	was
O	O	0
O	O	.
O	O	5
O	O	(
O	O	95
O	O	percent
O	O	confidence
O	O	interval
O	O	,
O	O	0
O	O	.
O	O	3
O	O	to
O	O	0
O	O	.
O	O	8
O	O	)
O	O	.
O	O	The
O	O	risk
O	O	decreased
O	O	with
O	O	increasing
O	O	duration
O	O	of
O	O	use
O	O	(
O	O	P
O	O	for
O	O	trend
O	O	,
O	O	<
O	O	0
O	O	.
O	O	001
O	O	)
O	O	;
O	O	use
O	O	for
O	O	six
O	O	or
O	O	more
O	O	years
O	O	was
O	O	associated
O	O	with
O	O	a
O	O	60
O	O	percent
O	O	reduction
O	O	in
O	O	risk
O	O	.
O	O	Oral
O	O	-
O	O	contraceptive
O	O	use
O	O	protected
O	O	against
B	B	ovarian
I	I	cancer
O	O	both
O	O	for
O	O	carriers
O	O	of
O	O	the
O	O	BRCA1
O	O	mutation
O	O	(
O	O	odds
O	O	ratio
O	O	,
O	O	0
O	O	.
O	O	5
O	O	;
O	O	95
O	O	percent
O	O	confidence
O	O	interval
O	O	,
O	O	0
O	O	.
O	O	3
O	O	to
O	O	0
O	O	.
O	O	9
O	O	)
O	O	and
O	O	for
O	O	carriers
O	O	of
O	O	the
O	O	BRCA2
O	O	mutation
O	O	(
O	O	odds
O	O	ratio
O	O	,
O	O	0
O	O	.
O	O	4
O	O	;
O	O	95
O	O	percent
O	O	confidence
O	O	interval
O	O	,
O	O	0
O	O	.
O	O	2
O	O	to
O	O	1
O	O	.
O	O	1
O	O	)
O	O	.
O	O	CONCLUSIONS
O	O	Oral
O	O	-
O	O	contraceptive
O	O	use
O	O	may
O	O	reduce
O	O	the
O	O	risk
O	O	of
B	B	ovarian
I	I	cancer
O	O	in
O	O	women
O	O	with
O	O	pathogenic
O	O	mutations
O	O	in
O	O	the
O	O	BRCA1
O	O	or
O	O	BRCA2
O	O	gene
O	O	A
O	O	Japanese
O	O	family
O	O	with
B	B	adrenoleukodystrophy
O	O	with
O	O	a
O	O	codon
O	O	291
O	O	deletion
O	O	:
O	O	a
O	O	clinical
O	O	,
O	O	biochemical
O	O	,
O	O	pathological
O	O	,
O	O	and
O	O	genetic
O	O	report
O	O	.
O	O	We
O	O	report
O	O	a
O	O	Japanese
O	O	family
O	O	with
B	B	adrenoleukodystrophy
O	O	(
B	B	ALD
O	O	)
O	O	with
O	O	a
O	O	three
O	O	base
O	O	pair
O	O	deletion
O	O	(
O	O	delGAG
O	O	291
O	O	)
O	O	in
O	O	the
B	B	ALD
O	O	gene
O	O	.
O	O	A
O	O	variety
O	O	of
O	O	phenotypes
O	O	were
O	O	observed
O	O	within
O	O	this
O	O	family
O	O	.
O	O	While
O	O	the
O	O	proband
O	O	(
O	O	patient
O	O	1
O	O	)
O	O	was
O	O	classified
O	O	as
O	O	having
O	O	a
O	O	rare
O	O	intermediate
O	O	type
O	O	of
O	O	adult
O	O	cerebral
O	O	and
O	O	cerebello
O	O	-
O	O	brain
O	O	stem
O	O	forms
O	O	,
O	O	his
O	O	younger
O	O	brother
O	O	(
O	O	patient
O	O	2
O	O	)
O	O	and
O	O	nephew
O	O	(
O	O	patient
O	O	3
O	O	)
O	O	had
O	O	a
O	O	childhood
B	B	ALD
O	O	type
O	O	.
O	O	Another
O	O	nephew
O	O	(
O	O	patient
O	O	4
O	O	)
O	O	of
O	O	patient
O	O	1
O	O	was
O	O	classified
O	O	as
O	O	having
O	O	an
O	O	adolescent
O	O	form
O	O	.
O	O	The
O	O	tau
O	O	level
O	O	in
O	O	the
O	O	cerebrospinal
O	O	fluid
O	O	(
O	O	CSF
O	O	)
O	O	in
O	O	patient
O	O	1
O	O	was
O	O	as
O	O	high
O	O	as
O	O	that
O	O	of
O	O	patients
O	O	with
B	B	Alzheimers
I	I	disease
O	O	(
B	B	AD
O	O	)
O	O	.
O	O	His
O	O	brain
O	O	magnetic
O	O	resonance
O	O	image
O	O	(
O	O	MRI
O	O	)
O	O	showed
O	B	abnormalities
O	I	in
O	I	the
O	I	bilateral
O	I	cerebellar
O	I	hemispheres
O	O	and
O	O	brain
O	O	stem
O	O	,
O	O	but
O	O	not
O	O	in
O	O	the
O	O	cerebral
O	O	white
O	O	matter
O	O	,
O	O	where
O	O	marked
O	O	reductions
O	O	of
O	O	the
O	O	cerebral
O	O	blood
O	O	flow
O	O	and
O	O	oxygen
O	O	metabolism
O	O	were
O	O	clearly
O	O	demonstrated
O	O	by
O	O	positron
O	O	emission
O	O	tomography
O	O	(
O	O	PET
O	O	)
O	O	.
O	O	In
O	O	patients
O	O	2
O	O	and
O	O	3
O	O	,
O	O	the
O	O	autopsy
O	O	findings
O	O	showed
O	O	massive
O	B	demyelination
O	I	of
O	I	the
O	I	cerebral
I	I	white
I	I	matter
O	O	with
O	O	sparing
O	O	of
O	O	the
O	O	U
O	O	-
O	O	fibers
O	O	,
O	O	compatible
O	O	with
O	O	the
O	O	findings
O	O	of
O	O	childhood
B	B	ALD
O	O	.
O	O	Oleic
O	O	and
O	O	erucic
O	O	acids
O	O	(
O	O	Lorenzos
O	O	Oil
O	O	)
O	O	were
O	O	administered
O	O	to
O	O	patients
O	O	1
O	O	and
O	O	4
O	O	,
O	O	but
O	O	sufficient
O	O	effectiveness
O	O	was
O	O	not
O	O	obtained
O	O	.
O	O	The
O	O	findings
O	O	in
O	O	this
O	O	family
O	O	suggest
O	O	that
O	O	delGAG291
O	O	is
O	O	part
O	O	of
O	O	the
O	O	cause
O	O	of
O	O	Japanese
B	B	ALD
O	O	with
O	O	phenotypic
O	O	variations
O	O	.
O	O	Moreover
O	O	,
O	O	although
O	O	the
O	O	scale
O	O	of
O	O	the
O	O	study
O	O	is
O	O	limited
O	O	,
O	O	there
O	O	is
O	O	a
O	O	possibility
O	O	that
O	O	PET
O	O	can
O	O	detect
O	O	an
B	B	insidious
I	I	lesion
O	O	which
O	O	is
O	O	undetectable
O	O	by
O	O	computed
O	O	tomogram
O	O	(
O	O	CT
O	O	)
O	O	or
O	O	MRI
O	O	analysis
O	O	,
O	O	and
O	O	that
O	O	the
O	O	higher
O	O	level
O	O	of
O	O	tau
O	O	reflects
O	O	the
O	O	process
O	O	of
B	B	neuronal
I	I	degeneration
O	O	in
B	B	ALD
O	O	.
O	O	Lorenzos
O	O	Oil
O	O	should
O	O	be
O	O	given
O	O	in
O	O	the
O	O	early
O	O	stage
O	O	.
O	O	.
O	O	Nonsense
O	O	mutation
O	O	in
O	O	exon
O	O	4
O	O	of
O	O	human
O	O	complement
O	O	C9
O	O	gene
O	O	is
O	O	the
O	O	major
O	O	cause
O	O	of
O	O	Japanese
B	B	complement
I	I	C9
I	I	deficiency
O	O	.
B	B	Deficiency
I	I	of
I	I	the
I	I	ninth
I	I	component
I	I	of
I	I	human
I	I	complement
O	O	(
B	O	C9
O	O	)
O	O	is
O	O	the
O	O	most
O	O	common
B	B	complement
I	I	deficiency
O	O	in
O	O	Japan
O	O	but
O	O	is
O	O	rare
O	O	in
O	O	other
O	O	countries
O	O	.
O	O	We
O	O	studied
O	O	the
O	O	molecular
O	O	basis
O	O	of
B	B	C9
I	I	deficiency
O	O	in
O	O	four
O	O	Japanese
B	B	C9
I	I	-
I	I	deficient
O	O	patients
O	O	who
O	O	had
O	O	suffered
O	O	from
B	B	meningococcal
I	I	meningitis
O	O	.
O	O	Direct
O	O	sequencing
O	O	of
O	O	amplified
O	O	C9
O	O	cDNA
O	O	and
O	O	DNA
O	O	revealed
O	O	a
O	O	nonsense
O	O	substitution
O	O	(
O	O	CGA
O	O	-
O	O	-
O	O	>
O	O	TGA
O	O	)
O	O	at
O	O	codon
O	O	95
O	O	in
O	O	exon
O	O	4
O	O	in
O	O	the
O	O	four
B	B	C9
I	I	-
I	I	deficient
O	O	individuals
O	O	.
O	O	An
O	O	allele
O	O	-
O	O	specific
O	O	polymerase
O	O	chain
O	O	reaction
O	O	system
O	O	designed
O	O	to
O	O	detect
O	O	exclusively
O	O	only
O	O	one
O	O	of
O	O	the
O	O	normal
O	O	and
O	O	mutant
O	O	alleles
O	O	indicated
O	O	that
O	O	all
O	O	the
O	O	four
O	O	patients
O	O	were
O	O	homozygous
O	O	for
O	O	the
O	O	mutation
O	O	in
O	O	exon
O	O	4
O	O	and
O	O	that
O	O	the
O	O	parents
O	O	of
O	O	patient
O	O	2
O	O	were
O	O	heterozygous
O	O	.
O	O	The
O	O	common
O	O	mutation
O	O	at
O	O	codon
O	O	95
O	O	in
O	O	exon
O	O	4
O	O	might
O	O	be
O	O	responsible
O	O	for
O	O	most
O	O	Japanese
B	B	C9
I	I	deficiency
O	O	.
O	O	.
O	O	BRCA1
O	O	required
O	O	for
O	O	transcription
O	O	-
O	O	coupled
O	O	repair
O	O	of
O	O	oxidative
O	O	DNA
O	O	damage
O	O	.
O	O	The
B	B	breast
I	I	and
I	I	ovarian
I	I	cancer
O	O	susceptibility
O	O	gene
O	O	BRCA1
O	O	encodes
O	O	a
O	O	zinc
O	O	finger
O	O	protein
O	O	of
O	O	unknown
O	O	function
O	O	.
O	O	Association
O	O	of
O	O	the
O	O	BRCA1
O	O	protein
O	O	with
O	O	the
O	O	DNA
O	O	repair
O	O	protein
O	O	Rad51
O	O	and
O	O	changes
O	O	in
O	O	the
O	O	phosphorylation
O	O	and
O	O	cellular
O	O	localization
O	O	of
O	O	the
O	O	protein
O	O	after
O	O	exposure
O	O	to
O	O	DNA
O	O	-
O	O	damaging
O	O	agents
O	O	are
O	O	consistent
O	O	with
O	O	a
O	O	role
O	O	for
O	O	BRCA1
O	O	in
O	O	DNA
O	O	repair
O	O	.
O	O	Here
O	O	,
O	O	it
O	O	is
O	O	shown
O	O	that
O	O	mouse
O	O	embryonic
O	O	stem
O	O	cells
O	B	deficient
O	I	in
O	I	BRCA1
O	O	are
O	O	defective
O	O	in
O	O	the
O	O	ability
O	O	to
O	O	carry
O	O	out
O	O	transcription
O	O	-
O	O	coupled
O	O	repair
O	O	of
O	O	oxidative
O	O	DNA
O	O	damage
O	O	,
O	O	and
O	O	are
O	O	hypersensitive
O	O	to
O	O	ionizing
O	O	radiation
O	O	and
O	O	hydrogen
O	O	peroxide
O	O	.
O	O	These
O	O	results
O	O	suggest
O	O	that
O	O	BRCA1
O	O	participates
O	O	,
O	O	directly
O	O	or
O	O	indirectly
O	O	,
O	O	in
O	O	transcription
O	O	-
O	O	coupled
O	O	repair
O	O	of
O	O	oxidative
O	O	DNA
O	O	damage
O	O	.
O	O	.
O	O	Truncation
O	O	mutations
O	O	in
O	O	the
O	O	transactivation
O	O	region
O	O	of
O	O	PAX6
O	O	result
O	O	in
O	O	dominant
O	O	-
O	O	negative
O	O	mutants
O	O	.
O	O	PAX6
O	O	is
O	O	a
O	O	transcription
O	O	factor
O	O	with
O	O	two
O	O	DNA
O	O	-
O	O	binding
O	O	domains
O	O	(
O	O	paired
O	O	box
O	O	and
O	O	homeobox
O	O	)
O	O	and
O	O	a
O	O	proline
O	O	-
O	O	serine
O	O	-
O	O	threonine
O	O	(
O	O	PST
O	O	)
O	O	-
O	O	rich
O	O	transactivation
O	O	domain
O	O	.
O	O	PAX6
O	O	regulates
O	O	eye
O	O	development
O	O	in
O	O	animals
O	O	ranging
O	O	from
O	O	jellyfish
O	O	to
O	O	Drosophila
O	O	to
O	O	humans
O	O	.
O	O	Heterozygous
O	O	mutations
O	O	in
O	O	the
O	O	human
O	O	PAX6
O	O	gene
O	O	result
O	O	in
O	O	various
O	O	phenotypes
O	O	,
O	O	including
B	B	aniridia
O	O	,
B	B	Peters
I	I	anomaly
O	O	,
B	B	autosomal
I	I	dominant
I	I	keratitis
O	O	,
O	O	and
B	B	familial
I	I	foveal
I	I	dysplasia
O	O	.
O	O	It
O	O	is
O	O	believed
O	O	that
O	O	the
O	O	mutated
O	O	allele
O	O	of
O	O	PAX6
O	O	produces
O	O	an
O	O	inactive
O	O	protein
O	O	and
B	B	aniridia
O	O	is
O	O	caused
O	O	due
O	O	to
B	O	genetic
B	O	haploinsufficiency
O	O	.
O	O	However
O	O	,
O	O	several
O	O	truncation
O	O	mutations
O	O	have
O	O	been
O	O	found
O	O	to
O	O	occur
O	O	in
O	O	the
O	O	C
O	O	-
O	O	terminal
O	O	half
O	O	of
O	O	PAX6
O	O	in
O	O	patients
O	O	with
B	B	Aniridia
O	O	resulting
O	O	in
O	O	mutant
O	O	proteins
O	O	that
O	O	retain
O	O	the
O	O	DNA
O	O	-
O	O	binding
O	O	domains
O	O	but
O	O	have
O	O	lost
O	O	most
O	O	of
O	O	the
O	O	transactivation
O	O	domain
O	O	.
O	O	It
O	O	is
O	O	not
O	O	clear
O	O	whether
O	O	such
O	O	mutants
O	O	really
O	O	behave
O	O	as
O	O	loss
O	O	-
O	O	of
O	O	-
O	O	function
O	O	mutants
O	O	as
O	O	predicted
O	O	by
B	O	haploinsufficiency
O	O	.
O	O	Contrary
O	O	to
O	O	this
O	O	theory
O	O	,
O	O	our
O	O	data
O	O	showed
O	O	that
O	O	these
O	O	mutants
O	O	are
O	O	dominant
O	O	-
O	O	negative
O	O	in
O	O	transient
O	O	transfection
O	O	assays
O	O	when
O	O	they
O	O	are
O	O	coexpressed
O	O	with
O	O	wild
O	O	-
O	O	type
O	O	PAX6
O	O	.
O	O	We
O	O	found
O	O	that
O	O	the
O	O	dominant
O	O	-
O	O	negative
O	O	effects
O	O	result
O	O	from
O	O	the
O	O	enhanced
O	O	DNA
O	O	binding
O	O	ability
O	O	of
O	O	these
O	O	mutants
O	O	.
O	O	Kinetic
O	O	studies
O	O	of
O	O	binding
O	O	and
O	O	dissociation
O	O	revealed
O	O	that
O	O	various
O	O	truncation
O	O	mutants
O	O	have
O	O	3
O	O	-
O	O	5
O	O	-
O	O	fold
O	O	higher
O	O	affinity
O	O	to
O	O	various
O	O	DNA
O	O	-
O	O	binding
O	O	sites
O	O	when
O	O	compared
O	O	with
O	O	the
O	O	wild
O	O	-
O	O	type
O	O	PAX6
O	O	.
O	O	These
O	O	results
O	O	provide
O	O	a
O	O	new
O	O	insight
O	O	into
O	O	the
O	O	role
O	O	of
O	O	mutant
O	O	PAX6
O	O	in
O	O	causing
B	B	aniridia
O	O	.
O	O	.
O	O	Reversal
O	O	of
O	O	severe
B	B	hypertrophic
I	I	cardiomyopathy
O	O	and
O	O	excellent
O	O	neuropsychologic
O	O	outcome
O	O	in
O	B	very
O	I	-
O	I	long
O	I	-
O	I	chain
O	I	acyl
O	I	-
O	I	coenzyme
I	I	A
I	I	dehydrogenase
I	I	deficiency
O	O	.
B	B	Very
I	I	-
I	I	long
I	I	-
I	I	chain
I	I	acyl
I	I	-
I	I	coenzyme
I	I	A
I	I	dehydrogenase
I	I	(
B	I	VLCAD
I	I	)
I	I	deficiency
O	O	is
O	O	a
O	O	disorder
I	O	of
O	O	fatty
O	O	acid
O	O	beta
O	O	oxidation
O	O	that
O	O	reportedly
O	O	has
O	O	high
O	O	rates
O	O	of
B	O	morbidity
O	O	and
O	O	mortality
O	O	.
O	O	We
O	O	describe
O	O	the
O	O	outcome
O	O	of
O	O	a
O	O	5
O	O	-
O	O	year
O	O	-
O	O	old
O	O	girl
O	O	with
B	B	VLCAD
I	I	deficiency
O	O	who
O	O	was
O	O	first
O	O	seen
O	O	at
O	O	5
O	O	months
O	O	of
O	O	age
O	O	with
O	O	severe
B	B	hypertrophic
I	I	cardiomyopathy
O	O	,
B	B	hepatomegaly
O	O	,
B	B	encephalopathy
O	O	,
O	O	and
B	B	hypotonia
O	O	.
O	O	Biochemical
O	O	studies
O	O	indicated
B	B	VLCAD
I	I	deficiency
O	O	caused
O	O	by
O	O	a
O	O	stable
O	O	yet
O	O	inactive
O	O	enzyme
O	O	.
O	O	Molecular
O	O	genetic
O	O	analysis
O	O	of
O	O	her
B	O	VLCAD
O	O	gene
O	O	revealed
O	O	a
O	O	T1372C
O	O	(
O	O	F458L
O	O	)
O	O	missense
O	O	mutation
O	O	and
O	O	a
O	O	1668
O	O	ACAG
O	O	1669
O	O	splice
O	O	site
O	O	mutation
O	O	.
O	O	After
O	O	initial
O	O	treatment
O	O	with
O	O	intravenous
O	O	glucose
O	O	and
O	O	carnitine
O	O	,
O	O	the
O	O	patient
O	O	has
O	O	thrived
O	O	on
O	O	a
O	O	low
O	O	-
O	O	fat
O	O	diet
O	O	supplemented
O	O	with
O	O	medium
O	O	-
O	O	chain
O	O	triglyceride
O	O	oil
O	O	and
O	O	carnitine
O	O	and
O	O	avoidance
O	O	of
O	O	fasting
O	O	.
O	O	Her
B	O	ventricular
I	O	hypertrophy
O	O	resolved
O	O	significantly
O	O	over
O	O	1
O	O	year
O	O	,
O	O	and
O	O	cognitively
O	O	,
O	O	she
O	O	is
O	O	in
O	O	the
O	O	superior
O	O	range
O	O	for
O	O	age
O	O	.
O	O	Clinical
O	O	recognition
O	O	of
B	B	VLCAD
I	I	deficiency
O	O	is
O	O	important
O	O	because
O	O	it
O	O	is
O	O	one
O	O	of
O	O	the
O	O	few
O	O	directly
O	O	treatable
O	O	causes
O	O	of
B	B	cardiomyopathy
O	O	in
O	O	children
O	O	.
O	O	.
O	O	Cloning
O	O	of
O	O	a
O	O	novel
O	O	member
O	O	of
O	O	the
O	O	low
O	O	-
O	O	density
O	O	lipoprotein
O	O	receptor
O	O	family
O	O	.
O	O	A
O	O	gene
O	O	encoding
O	O	a
O	O	novel
O	O	transmembrane
O	O	protein
O	O	was
O	O	identified
O	O	by
O	O	DNA
O	O	sequence
O	O	analysis
O	O	within
O	O	the
O	B	insulin
I	I	-
I	I	dependent
I	I	diabetes
I	I	mellitus
O	O	(
B	B	IDDM
O	O	)
O	O	locus
O	O	IDDM4
O	O	on
O	O	chromosome
O	O	11q13
O	O	.
O	O	Based
O	O	on
O	O	its
O	O	chromosomal
O	O	position
O	O	,
O	O	this
O	O	gene
O	O	is
O	O	a
O	O	candidate
O	O	for
O	O	conferring
O	O	susceptibility
O	O	to
O	B	diabetes
O	O	.
O	O	The
O	O	gene
O	O	,
O	O	termed
O	O	low
O	O	-
O	O	density
O	O	lipoprotein
O	O	receptor
O	O	related
O	O	protein
O	O	5
O	O	(
O	O	LRP5
O	O	)
O	O	,
O	O	encodes
O	O	a
O	O	protein
O	O	of
O	O	1615
O	O	amino
O	O	acids
O	O	that
O	O	contains
O	O	conserved
O	O	modules
O	O	which
O	O	are
O	O	characteristic
O	O	of
O	O	the
O	O	low
O	O	-
O	O	density
O	O	lipoprotein
O	O	(
O	O	LDL
O	O	)
O	O	receptor
O	O	family
O	O	.
O	O	These
O	O	modules
O	O	include
O	O	a
O	O	putative
O	O	signal
O	O	peptide
O	O	for
O	O	protein
O	O	export
O	O	,
O	O	four
O	O	epidermal
O	O	growth
O	O	factor
O	O	(
O	O	EGF
O	O	)
O	O	repeats
O	O	with
O	O	associated
O	O	spacer
O	O	domains
O	O	,
O	O	three
O	O	LDL
O	O	-
O	O	receptor
O	O	(
O	O	LDLR
O	O	)
O	O	repeats
O	O	,
O	O	a
O	O	single
O	O	transmembrane
O	O	spanning
O	O	domain
O	O	,
O	O	and
O	O	a
O	O	cytoplasmic
O	O	domain
O	O	.
O	O	The
O	O	encoded
O	O	protein
O	O	has
O	O	a
O	O	unique
O	O	organization
O	O	of
O	O	EGF
O	O	and
O	O	LDLR
O	O	repeats
O	O	;
O	O	therefore
O	O	,
O	O	LRP5
O	O	likely
O	O	represents
O	O	a
O	O	new
O	O	category
O	O	of
O	O	the
O	O	LDLR
O	O	family
O	O	.
O	O	Both
O	O	human
O	O	and
O	O	mouse
O	O	LRP5
O	O	cDNAs
O	O	have
O	O	been
O	O	isolated
O	O	and
O	O	the
O	O	encoded
O	O	mature
O	O	proteins
O	O	are
O	O	95
O	O	%
O	O	identical
O	O	,
O	O	indicating
O	O	a
O	O	high
O	O	degree
O	O	of
O	O	evolutionary
O	O	conservation
O	O	.
O	O	.
O	O	The
B	B	APC
O	O	variants
O	O	I1307K
O	O	and
O	O	E1317Q
O	O	are
O	O	associated
O	O	with
B	B	colorectal
I	I	tumors
O	O	,
O	O	but
O	O	not
O	O	always
O	O	with
O	O	a
O	O	family
O	O	history
O	O	.
B	O	Classical
B	B	familial
I	I	adenomatous
I	I	polyposis
O	O	(
B	B	FAP
O	O	)
O	O	is
O	O	a
O	O	high
O	O	-
O	O	penetrance
B	B	autosomal
I	I	dominant
I	I	disease
O	O	that
O	O	predisposes
O	O	to
O	O	hundreds
O	O	or
O	O	thousands
O	O	of
B	B	colorectal
I	I	adenomas
O	I	and
B	I	carcinoma
O	O	and
O	O	that
O	O	results
O	O	from
O	O	truncating
O	O	mutations
O	O	in
O	O	the
B	B	APC
O	O	gene
O	O	.
O	O	A
O	O	variant
O	O	of
B	B	FAP
O	O	is
B	B	attenuated
B	I	adenomatous
I	I	polyposis
I	I	coli
O	O	,
O	O	which
O	O	results
O	O	from
O	O	germ
O	O	-
O	O	line
O	O	mutations
O	O	in
O	O	the
O	O	5
O	O	and
O	O	3
O	O	regions
O	O	of
O	O	the
B	B	APC
O	O	gene
O	O	.
B	B	Attenuated
I	I	adenomatous
I	I	polyposis
I	I	coli
O	O	patients
O	O	have
O	O	""""
O	O	multiple
O	O	""""
B	B	colorectal
I	I	adenomas
O	O	(
O	O	typically
O	O	fewer
O	O	than
O	O	100
O	O	)
O	O	without
O	O	the
B	O	florid
O	O	phenotype
O	O	of
O	O	classical
B	B	FAP
O	O	.
O	O	Another
O	O	group
O	O	of
O	O	patients
O	O	with
B	O	multiple
B	B	adenomas
O	O	has
O	O	no
O	O	mutations
O	O	in
O	O	the
B	B	APC
O	O	gene
O	O	,
O	O	and
O	O	their
O	O	phenotype
O	O	probably
O	O	results
O	O	from
O	O	variation
O	O	at
O	O	a
O	O	locus
O	O	,
O	O	or
O	O	loci
O	O	,
O	O	elsewhere
O	O	in
O	O	the
O	O	genome
O	O	.
O	O	Recently
O	O	,
O	O	however
O	O	,
O	O	a
O	O	missense
O	O	variant
O	O	of
B	B	APC
O	O	(
O	O	I1307K
O	O	)
O	O	was
O	O	described
O	O	that
O	O	confers
O	O	an
O	O	increased
O	O	risk
O	O	of
B	B	colorectal
I	I	tumors
O	O	,
O	O	including
B	O	multiple
B	B	adenomas
O	O	,
O	O	in
O	O	Ashkenazim
O	O	.
O	O	We
O	O	have
O	O	studied
O	O	a
O	O	set
O	O	of
O	O	164
O	O	patients
O	O	with
O	O	multiple
B	B	colorectal
I	I	adenomas
O	I	and
O	I	/
O	I	or
B	I	carcinoma
O	O	and
O	O	analyzed
O	O	codons
O	O	1263
O	O	-
O	O	1377
O	O	(
O	O	exon
O	O	15G
O	O	)
O	O	of
O	O	the
B	B	APC
O	O	gene
O	O	for
O	O	germ
O	O	-
O	O	line
O	O	variants
O	O	.
O	O	Three
O	O	patients
O	O	with
O	O	the
O	O	I1307K
O	O	allele
O	O	were
O	O	detected
O	O	,
O	O	each
O	O	of
O	O	Ashkenazi
O	O	descent
O	O	.
O	O	Four
O	O	patients
O	O	had
O	O	a
O	O	germ
O	O	-
O	O	line
O	O	E1317Q
O	O	missense
O	O	variant
O	O	of
B	O	APC
O	O	that
O	O	was
O	O	not
O	O	present
O	O	in
O	O	controls
O	O	;
O	O	one
O	O	of
O	O	these
O	O	individuals
O	O	had
O	O	an
O	O	unusually
O	O	large
O	O	number
O	O	of
B	B	metaplastic
I	I	polyps
I	I	of
I	I	the
I	I	colorectum
O	O	.
O	O	There
O	O	is
O	O	increasing
O	O	evidence
O	O	that
O	O	there
O	O	exist
O	O	germ
O	O	-
O	O	line
O	O	variants
O	O	of
O	O	the
B	B	APC
O	O	gene
O	O	that
O	O	predispose
O	O	to
O	O	the
O	O	development
O	O	of
O	O	multiple
B	B	colorectal
I	I	adenomas
O	I	and
B	I	carcinoma
O	O	,
O	O	but
O	O	without
O	O	the
O	O	florid
O	O	phenotype
O	O	of
O	O	classical
B	B	FAP
O	O	,
O	O	and
O	O	possibly
O	O	with
O	O	importance
O	O	for
B	B	colorectal
I	I	cancer
O	O	risk
O	O	in
O	O	the
O	O	general
O	O	population
O	O	.
O	O	.
O	O	Genomic
O	O	structure
O	O	of
O	O	the
O	O	human
B	B	congenital
I	I	chloride
I	I	diarrhea
O	O	(
B	B	CLD
O	O	)
O	O	gene
O	O	.
B	B	Congenital
I	I	chloride
I	I	diarrhea
O	O	(
B	B	CLD
O	O	)
O	O	is
O	O	caused
O	O	by
O	O	mutations
O	O	in
O	O	a
O	O	gene
O	O	which
O	O	encodes
O	O	an
O	O	intestinal
O	O	anion
O	O	transporter
O	O	.
O	O	We
O	O	report
O	O	here
O	O	the
O	O	complete
O	O	genomic
O	O	organization
O	O	of
O	O	the
O	O	human
B	B	CLD
O	O	gene
O	O	which
O	O	spans
O	O	approximately
O	O	39kb
O	O	,
O	O	and
O	O	comprises
O	O	21
O	O	exons
O	O	.
O	O	All
O	O	exon
O	O	/
O	O	intron
O	O	boundaries
O	O	conform
O	O	to
O	O	the
O	O	GT
O	O	/
O	O	AG
O	O	rule
O	O	.
O	O	An
O	O	analysis
O	O	of
O	O	the
O	O	putative
O	O	promoter
O	O	region
O	O	sequence
O	O	shows
O	O	a
O	O	putative
O	O	TATA
O	O	box
O	O	and
O	O	predicts
O	O	multiple
O	O	transcription
O	O	factor
O	O	binding
O	O	sites
O	O	.
O	O	The
O	O	genomic
O	O	structure
O	O	was
O	O	determined
O	O	using
O	O	DNA
O	O	from
O	O	several
O	O	sources
O	O	including
O	O	multiple
O	O	large
O	O	-
O	O	insert
O	O	libaries
O	O	and
O	O	genomic
O	O	DNA
O	O	from
O	O	Finnish
B	B	CLD
O	O	patients
O	O	and
O	O	controls
O	O	.
O	O	Exon
O	O	-
O	O	specific
O	O	primers
O	O	developed
O	O	in
O	O	this
O	O	study
O	O	will
O	O	facilitate
O	O	mutation
O	O	screening
O	O	studies
O	O	of
O	O	patients
O	O	with
O	O	the
O	O	disease
